feature,importance
f53,0.009340000000000015
f58,0.00394000000000001
f13,0.0031200000000000338
f47,0.002760000000000029
f25,0.0024600000000000177
f54,0.0023600000000000066
f08,0.0021800000000000374
f33,0.0018600000000000062
f41,0.0015400000000000303
f11,0.0015200000000000213
